x,y,z,p,r,y
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,-0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
-0.300,-0.000,0.000,0.000,-0.001,-0.003
